resource,key,service,id_field,name_field,id_prefix,arn_field,arn_type,arn_separator,global_resource,has_arn,strategy,arn_quality,asset_class,parent_params
quicksight.agent,quicksight.agent,quicksight,AwsAccountId,,,Arn,,/,false,false,none,none,artifact,
quicksight.analysis,quicksight.analysis,quicksight,AnalysisId,,,Arn,,/,false,false,none,none,artifact,
quicksight.custom_permissions,quicksight.custom_permissions,quicksight,AwsAccountId,,,Arn,,/,false,false,none,none,artifact,
quicksight.data_set_permission,quicksight.data_set_permission,quicksight,,,,,,/,false,false,none,none,artifact,
quicksight.data_source,quicksight.data_source,quicksight,AwsAccountId,,,Arn,,/,false,false,none,none,artifact,
quicksight.flow,quicksight.flow,quicksight,Arn,,,Arn,,/,false,false,none,none,artifact,
quicksight.folder,quicksight.folder,quicksight,AwsAccountId,,,Arn,,/,false,false,none,none,artifact,
quicksight.knowledge_base,quicksight.knowledge_base,quicksight,AwsAccountId,,,KnowledgeBaseArn,,/,false,false,none,none,artifact,
quicksight.o_auth_client_application,quicksight.o_auth_client_application,quicksight,Arn,,,Arn,,/,false,false,none,none,artifact,
quicksight.refresh_schedule,quicksight.refresh_schedule,quicksight,AwsAccountId,,,Arn,,/,false,false,none,none,artifact,
quicksight.space,quicksight.space,quicksight,AwsAccountId,,,Arn,,/,false,false,none,none,artifact,
quicksight.template,quicksight.template,quicksight,AwsAccountId,,,Arn,,/,false,false,none,none,artifact,
quicksight.theme,quicksight.theme,quicksight,ThemeId,,,Arn,,/,false,false,none,none,artifact,
quicksight.topic,quicksight.topic,quicksight,AwsAccountId,,,Arn,,/,false,false,none,none,artifact,
quicksight.vpc_connection,quicksight.vpc_connection,quicksight,AwsAccountId,,,Arn,,/,false,false,none,none,artifact,
ram.permission,ram.permission,ram,Arn,,,Arn,,/,false,false,none,none,artifact,
rbin.tags_for_resource,rbin.tags_for_resource,rbin,,,,,,/,false,false,none,none,artifact,
rds.custom_db_engine_version,rds.custom_db_engine_version,rds,Engine,,,DBEngineVersionArn,,/,false,false,none,none,artifact,
rds.db_cluster_automated_backup,rds.db_cluster_automated_backup,rds,,,,,,/,false,false,none,none,artifact,
rds.db_cluster_snapshot_attribute,rds.db_cluster_snapshot_attribute,rds,,,,,,/,false,false,none,none,artifact,
rds.db_engine_version,rds.db_engine_version,rds,DBEngineVersionArn,,,DBEngineVersionArn,,/,false,false,none,none,artifact,
rds.db_instance_automated_backup,rds.db_instance_automated_backup,rds,,,,,,/,false,false,none,none,artifact,
rds.db_proxy_target_group,rds.db_proxy_target_group,rds,TargetGroupArn,,,TargetGroupArn,,/,false,false,none,none,artifact,
rds.db_recommendation,rds.db_recommendation,rds,,,,,,/,false,false,none,none,artifact,
rds.db_security_group_ingress,rds.db_security_group_ingress,rds,Id,,,,,/,false,false,none,none,artifact,
rds.db_snapshot_attribute,rds.db_snapshot_attribute,rds,,,,,,/,false,false,none,none,artifact,
rds.tenant_databas,rds.tenant_databas,rds,,,,,,/,false,false,none,none,artifact,
redshift.cluster_db_revision,redshift.cluster_db_revision,redshift,,,,,,/,false,false,none,none,artifact,
redshift.cluster_security_group_ingress,redshift.cluster_security_group_ingress,redshift,Id,,,,,/,false,false,none,none,artifact,
redshift.data_shares_for_producer,redshift.data_shares_for_producer,redshift,,,,,,/,false,false,none,none,artifact,
redshift.recommendation,redshift.recommendation,redshift,Id,,,,,/,false,false,none,none,artifact,
redshift-reserved,redshift.redshift_reserved,redshift,ReservedNodeId,ReservedNodeId,,,reserved-nodes,/,false,false,none,none,artifact,
redshift-data.statement_result,redshift-data.statement_result,redshift-data,,,,,,/,false,false,none,none,artifact,
redshift-data.statement_result_v2,redshift-data.statement_result_v2,redshift-data,,,,,,/,false,false,none,none,artifact,
redshift-serverless.reservation_offering,redshift-serverless.reservation_offering,redshift-serverless,,,,,,/,false,false,none,none,artifact,
redshift-serverless.tags_for_resource,redshift-serverless.tags_for_resource,redshift-serverless,,,,,,/,false,false,none,none,artifact,
redshift-serverless.usage_limit,redshift-serverless.usage_limit,redshift-serverless,usageLimitArn,,,,,/,false,false,none,none,artifact,
redshift-serverless.namespace,redshift-serverless.namespace,redshiftserverless,NamespaceName,,,NamespaceArn,,/,false,false,none,none,artifact,
redshift-serverless.snapshot,redshift-serverless.snapshot,redshiftserverless,SnapshotName,,,NamespaceArn,,/,false,false,none,none,artifact,
redshift-serverless.workgroup,redshift-serverless.workgroup,redshiftserverless,WorkgroupName,,,WorkgroupArn,,/,false,false,none,none,artifact,
refactorspaces.application,refactorspaces.application,refactorspaces,EnvironmentIdentifier,,,Arn,,/,false,false,none,none,artifact,
refactorspaces.environment,refactorspaces.environment,refactorspaces,EnvironmentIdentifier,,,Arn,,/,false,false,none,none,artifact,
refactorspaces.route,refactorspaces.route,refactorspaces,EnvironmentIdentifier,,,Arn,,/,false,false,none,none,artifact,
refactorspaces.service,refactorspaces.service,refactorspaces,EnvironmentIdentifier,,,Arn,,/,false,false,none,none,artifact,
rekognition.face_liveness_session_result,rekognition.face_liveness_session_result,rekognition,Name,,,,,/,false,false,none,none,artifact,
rekognition.media_analysis_job,rekognition.media_analysis_job,rekognition,,,,,,/,false,false,none,none,artifact,
rekognition.tags_for_resource,rekognition.tags_for_resource,rekognition,,,,,,/,false,false,none,none,artifact,
repostspace.channel,repostspace.channel,repostspace,,,,,,/,false,false,none,none,artifact,
repostspace.tags_for_resource,repostspace.tags_for_resource,repostspace,,,,,,/,false,false,none,none,artifact,
resiliencehub.alarm_recommendation,resiliencehub.alarm_recommendation,resiliencehub,name,,,,,/,false,false,none,none,artifact,
resiliencehub.app_assessment_resource_drift,resiliencehub.app_assessment_resource_drift,resiliencehub,,,,,,/,false,false,none,none,artifact,
resiliencehub.app_component_recommendation,resiliencehub.app_component_recommendation,resiliencehub,,,,,,/,false,false,none,none,artifact,
resiliencehub.metric,resiliencehub.metric,resiliencehub,,,,,,/,false,false,none,none,artifact,
resiliencehub.resource_grouping_recommendation,resiliencehub.resource_grouping_recommendation,resiliencehub,,,,,,/,false,false,none,none,artifact,
resiliencehub.resource_grouping_recommendation_task,resiliencehub.resource_grouping_recommendation_task,resiliencehub,,,,,,/,false,false,none,none,artifact,
resiliencehub.sop_recommendation,resiliencehub.sop_recommendation,resiliencehub,name,,,,,/,false,false,none,none,artifact,
resiliencehub.suggested_resiliency_policy,resiliencehub.suggested_resiliency_policy,resiliencehub,,,,,,/,false,false,none,none,artifact,
resiliencehub.tags_for_resource,resiliencehub.tags_for_resource,resiliencehub,,,,,,/,false,false,none,none,artifact,
resiliencehub.test_recommendation,resiliencehub.test_recommendation,resiliencehub,id,,,,,/,false,false,none,none,artifact,
resiliencehubv2.policy,resiliencehubv2.policy,resiliencehubv2,PolicyArn,,,PolicyArn,,/,false,false,none,none,artifact,
resiliencehubv2.service,resiliencehubv2.service,resiliencehubv2,ServiceArn,,,ServiceArn,,/,false,false,none,none,artifact,
resiliencehubv2.service_function,resiliencehubv2.service_function,resiliencehubv2,ServiceArn,,,,,/,false,false,none,none,artifact,
resiliencehubv2.system,resiliencehubv2.system,resiliencehubv2,SystemArn,,,SystemArn,,/,false,false,none,none,artifact,
resiliencehubv2.user_journey,resiliencehubv2.user_journey,resiliencehubv2,SystemIdentifier,,,,,/,false,false,none,none,artifact,
resource-explorer-2.resource,resource-explorer-2.resource,resource-explorer-2,,,,,,/,false,false,none,none,artifact,
resource-explorer-2.resource_explorer_setup,resource-explorer-2.resource_explorer_setup,resource-explorer-2,,,,,,/,false,false,none,none,artifact,
resource-explorer-2.streaming_access_for_service,resource-explorer-2.streaming_access_for_service,resource-explorer-2,,,,,,/,false,false,none,none,artifact,
resource-explorer-2.tags_for_resource,resource-explorer-2.tags_for_resource,resource-explorer-2,,,,,,/,false,false,none,none,artifact,
resource-groups.account_setting,resource-groups.account_setting,resource-groups,,,,,,/,false,false,none,none,artifact,
resource-groups.grouping_status,resource-groups.grouping_status,resource-groups,,,,,,/,false,false,none,none,artifact,
resource-groups.tag,resource-groups.tag,resource-groups,Arn,,,,,/,false,false,none,none,artifact,
resource-groups.tag_sync_task,resource-groups.tag_sync_task,resource-groups,,,,,,/,false,false,none,none,artifact,
resource-explorer-2.default_view_association,resource-explorer-2.default_view_association,resourceexplorer2,AssociatedAwsPrincipal,,,,,/,false,false,none,none,artifact,
resource-explorer-2.index,resource-explorer-2.index,resourceexplorer2,Arn,,,Arn,,/,false,false,none,none,artifact,
resource-explorer-2.view,resource-explorer-2.view,resourceexplorer2,ViewArn,,,ViewArn,,/,false,false,none,none,artifact,
resource-groups.group,resource-groups.group,resourcegroups,Name,,,Arn,,/,false,false,none,none,artifact,
resourcegroupstaggingapi.compliance_summary,resourcegroupstaggingapi.compliance_summary,resourcegroupstaggingapi,,,,,,/,false,false,none,none,artifact,
resourcegroupstaggingapi.required_tag,resourcegroupstaggingapi.required_tag,resourcegroupstaggingapi,,,,,,/,false,false,none,none,artifact,
resourcegroupstaggingapi.resource,resourcegroupstaggingapi.resource,resourcegroupstaggingapi,ResourceARN,,,ResourceARN,,/,false,false,none,none,artifact,
resourcegroupstaggingapi.tag_key,resourcegroupstaggingapi.tag_key,resourcegroupstaggingapi,,,,,,/,false,false,none,none,artifact,
robomaker.robot_application_version,robomaker.robot_application_version,robomaker,Arn,,,Arn,,/,false,false,none,none,artifact,
robomaker.simulation_application_version,robomaker.simulation_application_version,robomaker,Arn,,,Arn,,/,false,false,none,none,artifact,
rolesanywhere.tags_for_resource,rolesanywhere.tags_for_resource,rolesanywhere,,,,,,/,false,false,none,none,artifact,
route53.dnssec,route53.dnssec,route53,HostedZoneId,,,,,/,false,false,none,none,artifact,
route53.key_signing_key,route53.key_signing_key,route53,HostedZoneId,,,,,/,false,false,none,none,artifact,
rrset,route53.record_set,route53,Name,Name,,,rrset,/,true,false,none,none,artifact,
route53.record_set_group,route53.record_set_group,route53,Id,,,,,/,false,false,none,none,artifact,
route53-recovery-control-config.tags_for_resource,route53-recovery-control-config.tags_for_resource,route53-recovery-control-config,,,,,,/,false,false,none,none,artifact,
route53-recovery-readiness.architecture_recommendation,route53-recovery-readiness.architecture_recommendation,route53-recovery-readiness,,,,,,/,false,false,none,none,artifact,
route53-recovery-readiness.cell_readiness_summary,route53-recovery-readiness.cell_readiness_summary,route53-recovery-readiness,,,,,,/,false,false,none,none,artifact,
route53-recovery-readiness.recovery_group_readiness_summary,route53-recovery-readiness.recovery_group_readiness_summary,route53-recovery-readiness,,,,,,/,false,false,none,none,artifact,
route53-recovery-readiness.tags_for_resource,route53-recovery-readiness.tags_for_resource,route53-recovery-readiness,,,,,,/,false,false,none,none,artifact,
route53globalresolver.access_source,route53globalresolver.access_source,route53globalresolver,AccessSourceId,,,Arn,,/,false,false,none,none,artifact,
route53globalresolver.access_token,route53globalresolver.access_token,route53globalresolver,AccessTokenId,,,Arn,,/,false,false,none,none,artifact,
route53globalresolver.dns_view,route53globalresolver.dns_view,route53globalresolver,DnsViewId,,,Arn,,/,false,false,none,none,artifact,
route53globalresolver.firewall_domain_list,route53globalresolver.firewall_domain_list,route53globalresolver,FirewallDomainListId,,,Arn,,/,false,false,none,none,artifact,
route53globalresolver.firewall_rule,route53globalresolver.firewall_rule,route53globalresolver,FirewallRuleId,,,,,/,false,false,none,none,artifact,
route53globalresolver.global_resolver,route53globalresolver.global_resolver,route53globalresolver,GlobalResolverId,,,Arn,,/,false,false,none,none,artifact,
route53globalresolver.hosted_zone_association,route53globalresolver.hosted_zone_association,route53globalresolver,HostedZoneAssociationId,,,ResourceArn,,/,false,false,none,none,artifact,
route53profiles.tags_for_resource,route53profiles.tags_for_resource,route53profiles,,,,,,/,false,false,none,none,artifact,
route53resolver.resolver_query_logging_config_association,route53resolver.resolver_query_logging_config_association,route53resolver,Id,,,,,/,false,false,none,none,artifact,
route53resolver.tags_for_resource,route53resolver.tags_for_resource,route53resolver,,,,,,/,false,false,none,none,artifact,
rtbfabric.link_routing_rule,rtbfabric.link_routing_rule,rtbfabric,Arn,,,Arn,,/,false,false,none,none,artifact,
rtbfabric.tags_for_resource,rtbfabric.tags_for_resource,rtbfabric,,,,,,/,false,false,none,none,artifact,
rum.resource_policy,rum.resource_policy,rum,,,,,,/,false,false,none,none,artifact,
rum.tags_for_resource,rum.tags_for_resource,rum,,,,,,/,false,false,none,none,artifact,
s3.access_grant,s3.access_grant,s3,AccessGrantId,,,AccessGrantArn,,/,false,false,none,none,artifact,
s3.access_grants_instance,s3.access_grants_instance,s3,AccessGrantsInstanceArn,,,AccessGrantsInstanceArn,,/,false,false,none,none,artifact,
s3.access_grants_location,s3.access_grants_location,s3,AccessGrantsLocationId,,,AccessGrantsLocationArn,,/,false,false,none,none,artifact,
s3.multi_region_access_point_policy,s3.multi_region_access_point_policy,s3,MrapName,,,,,/,false,false,none,none,artifact,
s3.storage_lens_group,s3.storage_lens_group,s3,Name,,,StorageLensGroupArn,,/,false,false,none,none,artifact,
s3control.access_point_scope,s3control.access_point_scope,s3control,,,,,,/,false,false,none,none,artifact,
s3control.tags_for_resource,s3control.tags_for_resource,s3control,,,,,,/,false,false,none,none,artifact,
s3files.access_point,s3files.access_point,s3files,AccessPointId,,,AccessPointArn,,/,false,false,none,none,artifact,
s3files.file_system,s3files.file_system,s3files,FileSystemArn,,,FileSystemArn,,/,false,false,none,none,artifact,
s3files.file_system_policy,s3files.file_system_policy,s3files,FileSystemId,,,,,/,false,false,none,none,artifact,
s3files.mount_target,s3files.mount_target,s3files,MountTargetId,,,,,/,false,false,none,none,artifact,
s3objectlambda.access_point,s3objectlambda.access_point,s3objectlambda,Name,,,Arn,,/,false,false,none,none,artifact,
s3objectlambda.access_point_policy,s3objectlambda.access_point_policy,s3objectlambda,ObjectLambdaAccessPoint,,,,,/,false,false,none,none,artifact,
s3outposts.access_point,s3outposts.access_point,s3outposts,Arn,,,Arn,,/,false,false,none,none,artifact,
s3outposts.bucket,s3outposts.bucket,s3outposts,Arn,,,Arn,,/,false,false,none,none,artifact,
