key,service,resource_name,cfn_type,c7n_name,spec_resource_type,discovery_id,operation,items_for,hops,collectable,id_field,id_field_source,cfn_primary_id,arn_field,arn_type,arn_separator,id_prefix,global_resource,taggable,inspectable,sources,asset_class,identity_rule,parent_params,arn_strategy,arn_quality,tier,name_field
backup.scan_job,backup,scan_job,,,backup_scan_job,aws.backup.list_scan_jobs,list_scan_jobs,{{ response.ScanJobs }},0,yes,ScanJobId,spec-qualified,,,scan-job,,,,,yes,spec,asset,own_id,,construct,real,excluded,
backup.tiering_configuration,backup,TieringConfiguration,AWS::Backup::TieringConfiguration,,backup_tiering_configuration,aws.backup.list_tiering_configurations,list_tiering_configurations,{{ response.TieringConfigurations }},0,yes,TieringConfigurationName,cfn,TieringConfigurationName,TieringConfigurationArn,,,,,yes,yes,cfn+spec,asset,own_id,,field,real,excluded,
backup-gateway.tags_for_resource,backup-gateway,tags_for_resource,,,,aws.backup-gateway.list_tags_for_resource,list_tags_for_resource,{{ response.Tags }},1,yes,,,,,,,,,,yes,spec,artifact,none,,none,none,excluded,
backup-gateway.hypervisor,backupgateway,Hypervisor,AWS::BackupGateway::Hypervisor,,,,,,,no,HypervisorArn,cfn,HypervisorArn,HypervisorArn,,,,,yes,yes,cfn,artifact,none,,none,none,excluded,
backupsearch.search_job,backupsearch,search_job,,,,aws.backupsearch.get_search_job,get_search_job,,1,yes,,,,,,,,,,yes,spec,artifact,none,,none,none,excluded,
backupsearch.search_job_backup,backupsearch,search_job_backup,,,,aws.backupsearch.list_search_job_backups,list_search_job_backups,{{ response.Results }},1,yes,,,,,,,,,,yes,spec,artifact,none,,none,none,excluded,
backupsearch.search_job_result,backupsearch,search_job_result,,,,aws.backupsearch.list_search_job_results,list_search_job_results,{{ response.Results }},1,yes,,,,,,,,,,yes,spec,artifact,none,,none,none,excluded,
backupsearch.search_result_export_job,backupsearch,search_result_export_job,,,,aws.backupsearch.get_search_result_export_job,get_search_result_export_job,,1,yes,,,,,,,,,,yes,spec,artifact,none,,none,none,excluded,
backupsearch.tags_for_resource,backupsearch,tags_for_resource,,,,aws.backupsearch.list_tags_for_resource,list_tags_for_resource,,0,yes,,,,,,,,,,yes,spec,artifact,none,,none,none,excluded,
batch.consumable_resource,batch,ConsumableResource,AWS::Batch::ConsumableResource,,,aws.batch.list_consumable_resources,list_consumable_resources,{{ response.consumableResources }},0,yes,ConsumableResourceArn,cfn,ConsumableResourceArn,ConsumableResourceArn,,,,,yes,yes,cfn+spec,asset,own_id,,field,real,excluded,
batch.quota_share,batch,QuotaShare,AWS::Batch::QuotaShare,,,,,,,no,QuotaShareArn,cfn,QuotaShareArn,QuotaShareArn,,,,,yes,yes,cfn,artifact,none,,none,none,excluded,
batch.service_environment,batch,ServiceEnvironment,AWS::Batch::ServiceEnvironment,,,aws.batch.describe_service_environments,describe_service_environments,{{ response.serviceEnvironments }},0,yes,ServiceEnvironmentArn,cfn,ServiceEnvironmentArn,ServiceEnvironmentArn,,,,,yes,yes,cfn+spec,asset,own_id,,field,real,excluded,
bcm.dashboard,bcm,Dashboard,AWS::BCM::Dashboard,,,,,,,no,Arn,cfn,Arn,Arn,,,,,yes,yes,cfn,artifact,none,,none,none,excluded,
bcm-dashboards.dashboard,bcm-dashboards,dashboard,,,,aws.bcm-dashboards.get_dashboard,get_dashboard,{{ response.widgets }},1,yes,,,,,,,,,,yes,spec,artifact,none,,none,none,excluded,
bcm-dashboards.resource_policy,bcm-dashboards,resource_policy,,,,aws.bcm-dashboards.get_resource_policy,get_resource_policy,,0,yes,,,,,,,,,,yes,spec,artifact,none,,none,none,excluded,
bcm-dashboards.tags_for_resource,bcm-dashboards,tags_for_resource,,,,aws.bcm-dashboards.list_tags_for_resource,list_tags_for_resource,{{ response.resourceTags }},0,yes,,,,,,,,,,yes,spec,artifact,none,,none,none,excluded,
bcm-data-exports.tags_for_resource,bcm-data-exports,tags_for_resource,,,,aws.bcm-data-exports.list_tags_for_resource,list_tags_for_resource,{{ response.ResourceTags }},0,yes,,,,,,,,,,yes,spec,artifact,none,,none,none,excluded,
bcm-pricing-calculator.bill_estimate,bcm-pricing-calculator,bill_estimate,,,,aws.bcm-pricing-calculator.get_bill_estimate,get_bill_estimate,,0,yes,id,spec-bare,,,,,,,,yes,spec,artifact,none,,none,none,excluded,
bcm-pricing-calculator.bill_estimate_commitment,bcm-pricing-calculator,bill_estimate_commitment,,,,aws.bcm-pricing-calculator.list_bill_estimate_commitments,list_bill_estimate_commitments,{{ response.items }},0,yes,id,spec-bare,,,bill-estimate-commitment,,,,,yes,spec,asset,own_id,,construct,real,excluded,
bcm-pricing-calculator.bill_estimate_input_commitment_modification,bcm-pricing-calculator,bill_estimate_input_commitment_modification,,,,aws.bcm-pricing-calculator.list_bill_estimate_input_commitment_modifications,list_bill_estimate_input_commitment_modifications,{{ response.items }},0,yes,id,spec-bare,,,bill-estimate-input-commitment-modification,,,,,yes,spec,asset,own_id,,construct,real,excluded,
bcm-pricing-calculator.bill_estimate_input_usage_modification,bcm-pricing-calculator,bill_estimate_input_usage_modification,,,,aws.bcm-pricing-calculator.list_bill_estimate_input_usage_modifications,list_bill_estimate_input_usage_modifications,{{ response.items }},0,yes,id,spec-bare,,,bill-estimate-input-usage-modification,,,,,yes,spec,asset,own_id,,construct,real,excluded,
bcm-pricing-calculator.bill_estimate_line_item,bcm-pricing-calculator,bill_estimate_line_item,,,,aws.bcm-pricing-calculator.list_bill_estimate_line_items,list_bill_estimate_line_items,{{ response.items }},0,yes,id,spec-bare,,,bill-estimate-line-item,,,,,yes,spec,asset,own_id,,construct,real,excluded,
bcm-pricing-calculator.bill_scenario,bcm-pricing-calculator,bill_scenario,,,,aws.bcm-pricing-calculator.get_bill_scenario,get_bill_scenario,,0,yes,id,spec-bare,,,bill-scenario,,,,,yes,spec,asset,own_id,,construct,real,excluded,
bcm-pricing-calculator.bill_scenario_commitment_modification,bcm-pricing-calculator,bill_scenario_commitment_modification,,,,aws.bcm-pricing-calculator.list_bill_scenario_commitment_modifications,list_bill_scenario_commitment_modifications,{{ response.items }},0,yes,id,spec-bare,,,bill-scenario-commitment-modification,,,,,yes,spec,asset,own_id,,construct,real,excluded,
bcm-pricing-calculator.bill_scenario_usage_modification,bcm-pricing-calculator,bill_scenario_usage_modification,,,,aws.bcm-pricing-calculator.list_bill_scenario_usage_modifications,list_bill_scenario_usage_modifications,{{ response.items }},0,yes,id,spec-bare,,,bill-scenario-usage-modification,,,,,yes,spec,asset,own_id,,construct,real,excluded,
bcm-pricing-calculator.preference,bcm-pricing-calculator,preference,,,,aws.bcm-pricing-calculator.get_preferences,get_preferences,{{ response.managementAccountRateTypeSelections }},0,yes,,,,,,,,,,yes,spec,artifact,none,,none,none,excluded,
bcm-pricing-calculator.tags_for_resource,bcm-pricing-calculator,tags_for_resource,,,,aws.bcm-pricing-calculator.list_tags_for_resource,list_tags_for_resource,,0,yes,,,,,,,,,,yes,spec,artifact,none,,none,none,excluded,
bcm-pricing-calculator.workload_estimate,bcm-pricing-calculator,workload_estimate,,,,aws.bcm-pricing-calculator.get_workload_estimate,get_workload_estimate,,0,yes,id,spec-bare,,,,,,,,yes,spec,artifact,none,,none,none,excluded,
bcm-pricing-calculator.workload_estimate_usage,bcm-pricing-calculator,workload_estimate_usage,,,,aws.bcm-pricing-calculator.list_workload_estimate_usage,list_workload_estimate_usage,{{ response.items }},0,yes,id,spec-bare,,,,,,,,yes,spec,artifact,none,,none,none,excluded,
bcm-recommended-actions.recommended_action,bcm-recommended-actions,recommended_action,,,,aws.bcm-recommended-actions.list_recommended_actions,list_recommended_actions,{{ response.recommendedActions }},0,yes,id,spec-bare,,,recommended-action,,,,,yes,spec,asset,own_id,,construct,real,excluded,
bcm-data-exports.export,bcmdataexports,Export,AWS::BCMDataExports::Export,,,,,,,no,ExportArn,cfn,ExportArn,ExportArn,,,,,yes,yes,cfn,artifact,none,,none,none,excluded,
bedrock.agent,bedrock,Agent,AWS::Bedrock::Agent,,,,,,,no,AgentId,cfn,AgentId,AgentArn,,,,,yes,yes,cfn,artifact,none,,none,none,excluded,
bedrock.agent_alias,bedrock,AgentAlias,AWS::Bedrock::AgentAlias,,,,,,,no,AgentId,cfn,"AgentId,AgentAliasId",AgentAliasArn,,,,,yes,yes,cfn,artifact,none,,none,none,excluded,
bedrock.application_inference_profile,bedrock,ApplicationInferenceProfile,AWS::Bedrock::ApplicationInferenceProfile,,,,,,,no,InferenceProfileIdentifier,cfn,InferenceProfileIdentifier,InferenceProfileArn,,,,,yes,yes,cfn,artifact,none,,none,none,excluded,
bedrock.automated_reasoning_policy,bedrock,AutomatedReasoningPolicy,AWS::Bedrock::AutomatedReasoningPolicy,,,aws.bedrock.list_automated_reasoning_policies,list_automated_reasoning_policies,{{ response.automatedReasoningPolicySummaries }},0,yes,PolicyArn,cfn,PolicyArn,PolicyArn,,,,,yes,yes,cfn+spec,asset,own_id,,field,real,excluded,
bedrock.automated_reasoning_policy_version,bedrock,AutomatedReasoningPolicyVersion,AWS::Bedrock::AutomatedReasoningPolicyVersion,,,,,,,no,PolicyArn,cfn,"PolicyArn,Version",,,,,,yes,yes,cfn,artifact,none,,none,none,excluded,
bedrock.bedrock_custom_model,bedrock,bedrock-custom-model,,bedrock-custom-model,,,,,,no,modelArn,c7n,,modelArn,,/,,false,,yes,c7n,artifact,none,,none,none,excluded,modelName
bedrock.blueprint,bedrock,Blueprint,AWS::Bedrock::Blueprint,,,,,,,no,BlueprintArn,cfn,BlueprintArn,BlueprintArn,,,,,yes,yes,cfn,artifact,none,,none,none,excluded,
bedrock.custom_model_deployment,bedrock,custom_model_deployment,,,,aws.bedrock.list_custom_model_deployments,list_custom_model_deployments,{{ response.modelDeploymentSummaries }},0,yes,customModelDeploymentArn,spec-qualified,,customModelDeploymentArn,,,,,,yes,spec,asset,own_id,,field,real,excluded,
bedrock.data_automation_library,bedrock,DataAutomationLibrary,AWS::Bedrock::DataAutomationLibrary,,,,,,,no,LibraryArn,cfn,LibraryArn,LibraryArn,,,,,yes,yes,cfn,artifact,none,,none,none,excluded,
bedrock.data_automation_project,bedrock,DataAutomationProject,AWS::Bedrock::DataAutomationProject,,,,,,,no,ProjectArn,cfn,ProjectArn,ProjectArn,,,,,yes,yes,cfn,artifact,none,,none,none,excluded,
bedrock.data_source,bedrock,DataSource,AWS::Bedrock::DataSource,,,,,,,no,KnowledgeBaseId,cfn,"KnowledgeBaseId,DataSourceId",,,,,,no,yes,cfn,artifact,none,,none,none,excluded,
bedrock.enforced_guardrail_configuration,bedrock,EnforcedGuardrailConfiguration,AWS::Bedrock::EnforcedGuardrailConfiguration,,,,,,,no,ConfigId,cfn,ConfigId,GuardrailArn,,,,,no,yes,cfn,artifact,none,,none,none,excluded,
bedrock.enforced_guardrails_configuration,bedrock,enforced_guardrails_configuration,,,,aws.bedrock.list_enforced_guardrails_configuration,list_enforced_guardrails_configuration,{{ response.guardrailsConfig }},0,yes,arn,spec-bare,,arn,,,,,,yes,spec,asset,own_id,,field,real,excluded,
bedrock.flow,bedrock,Flow,AWS::Bedrock::Flow,,,,,,,no,Arn,cfn,Arn,Arn,,,,,yes,yes,cfn,artifact,none,,none,none,excluded,
bedrock.flow_alias,bedrock,FlowAlias,AWS::Bedrock::FlowAlias,,,,,,,no,Arn,cfn,"Arn,FlowArn",Arn,,,,,yes,yes,cfn,artifact,none,,none,none,excluded,
bedrock.flow_version,bedrock,FlowVersion,AWS::Bedrock::FlowVersion,,,,,,,no,FlowArn,cfn,"FlowArn,Version",ExecutionRoleArn,,,,,no,yes,cfn,artifact,none,,none,none,excluded,
bedrock.guardrail,bedrock,Guardrail,AWS::Bedrock::Guardrail,,,aws.bedrock.list_guardrails,list_guardrails,{{ response.guardrails }},0,yes,GuardrailArn,cfn,GuardrailArn,GuardrailArn,,,,,yes,yes,cfn+spec,asset,own_id,,field,real,excluded,
bedrock.guardrail_version,bedrock,GuardrailVersion,AWS::Bedrock::GuardrailVersion,,,,,,,no,GuardrailId,cfn,"GuardrailId,Version",GuardrailArn,,,,,no,yes,cfn,artifact,none,,none,none,excluded,
bedrock.inference_profile,bedrock,inference_profile,,,,aws.bedrock.list_inference_profiles,list_inference_profiles,{{ response.inferenceProfileSummaries }},0,yes,inferenceProfileArn,spec-qualified,,inferenceProfileArn,,,,,,yes,spec,asset,own_id,,field,real,excluded,
bedrock.intelligent_prompt_router,bedrock,IntelligentPromptRouter,AWS::Bedrock::IntelligentPromptRouter,,,,,,,no,PromptRouterArn,cfn,PromptRouterArn,PromptRouterArn,,,,,yes,yes,cfn,artifact,none,,none,none,excluded,
bedrock.knowledge_base,bedrock,KnowledgeBase,AWS::Bedrock::KnowledgeBase,,,,,,,no,KnowledgeBaseId,cfn,KnowledgeBaseId,KnowledgeBaseArn,,,,,yes,yes,cfn,artifact,none,,none,none,excluded,
bedrock.knowledge_base_policy,bedrock,KnowledgeBasePolicy,AWS::Bedrock::KnowledgeBasePolicy,,,,,,,no,KnowledgeBaseId,cfn,KnowledgeBaseId,,,,,,no,yes,cfn,artifact,none,,none,none,excluded,
bedrock.marketplace_model_endpoint,bedrock,marketplace_model_endpoint,,,,aws.bedrock.list_marketplace_model_endpoints,list_marketplace_model_endpoints,{{ response.marketplaceModelEndpoints }},0,yes,,,,,,,,,,yes,spec,artifact,none,,none,none,excluded,
bedrock.model_copy_job,bedrock,model_copy_job,,,,aws.bedrock.list_model_copy_jobs,list_model_copy_jobs,{{ response.modelCopyJobSummaries }},0,yes,,,,,,,,,,yes,spec,artifact,none,,none,none,excluded,
bedrock.model_import_job,bedrock,model_import_job,,,,aws.bedrock.list_model_import_jobs,list_model_import_jobs,{{ response.modelImportJobSummaries }},0,yes,,,,,,,,,,yes,spec,artifact,none,,none,none,excluded,
bedrock.model_invocation_job,bedrock,model_invocation_job,,,,aws.bedrock.list_model_invocation_jobs,list_model_invocation_jobs,{{ response.invocationJobSummaries }},0,yes,,,,,,,,,,yes,spec,artifact,none,,none,none,excluded,
bedrock.prompt,bedrock,Prompt,AWS::Bedrock::Prompt,,,,,,,no,Arn,cfn,Arn,Arn,,,,,yes,yes,cfn,artifact,none,,none,none,excluded,
bedrock.prompt_router,bedrock,prompt_router,,,,aws.bedrock.list_prompt_routers,list_prompt_routers,{{ response.promptRouterSummaries }},0,yes,promptRouterArn,spec-qualified,,promptRouterArn,,,,,,yes,spec,asset,own_id,,field,real,excluded,
bedrock.prompt_version,bedrock,PromptVersion,AWS::Bedrock::PromptVersion,,,,,,,no,Arn,cfn,Arn,Arn,,,,,yes,yes,cfn,artifact,none,,none,none,excluded,
bedrock.provisioned_model_throughput,bedrock,provisioned_model_throughput,,,,aws.bedrock.list_provisioned_model_throughputs,list_provisioned_model_throughputs,{{ response.provisionedModelSummaries }},0,yes,,,,,,,,,,yes,spec,artifact,none,,none,none,excluded,
bedrock.resource_policy,bedrock,ResourcePolicy,AWS::Bedrock::ResourcePolicy,,,,,,,no,ResourceArn,cfn,ResourceArn,ResourceArn,,,,,no,yes,cfn,artifact,none,,none,none,excluded,
bedrock-agent.flow,bedrock-agent,flow,,,,aws.bedrock-agent.get_flow,get_flow,{{ response.validations }},0,yes,arn,spec-bare,,arn,,,,,,yes,spec,asset,own_id,,field,real,excluded,
bedrock-agent.flow_alias,bedrock-agent,flow_alias,,,,aws.bedrock-agent.list_flow_aliases,list_flow_aliases,{{ response.flowAliasSummaries }},0,yes,arn,spec-bare,,arn,,,,,,yes,spec,asset,own_id,,field,real,excluded,
bedrock-agent.flow_version,bedrock-agent,flow_version,,,,aws.bedrock-agent.get_flow_version,get_flow_version,,0,yes,arn,spec-bare,,arn,,,,,,yes,spec,asset,own_id,,field,real,excluded,
bedrock-agent.prompt,bedrock-agent,prompt,,,,aws.bedrock-agent.get_prompt,get_prompt,{{ response.variants }},0,yes,arn,spec-bare,,arn,,,,,,yes,spec,asset,own_id,,field,real,excluded,
bedrock-agent.tags_for_resource,bedrock-agent,tags_for_resource,,,,aws.bedrock-agent.list_tags_for_resource,list_tags_for_resource,,0,yes,,,,,,,,,,yes,spec,artifact,none,,none,none,excluded,
bedrock-agent-runtime.agent_memory,bedrock-agent-runtime,agent_memory,,,,aws.bedrock-agent-runtime.get_agent_memory,get_agent_memory,{{ response.memoryContents }},0,yes,,,,,,,,,,yes,spec,artifact,none,,none,none,excluded,
bedrock-agent-runtime.execution_flow_snapshot,bedrock-agent-runtime,execution_flow_snapshot,,,,aws.bedrock-agent-runtime.get_execution_flow_snapshot,get_execution_flow_snapshot,,0,yes,,,,,,,,,,yes,spec,artifact,none,,none,none,excluded,
bedrock-agent-runtime.flow_execution,bedrock-agent-runtime,flow_execution,,,,aws.bedrock-agent-runtime.get_flow_execution,get_flow_execution,{{ response.errors }},0,yes,,,,,,,,,,yes,spec,artifact,none,,none,none,excluded,
bedrock-agent-runtime.flow_execution_event,bedrock-agent-runtime,flow_execution_event,,,,aws.bedrock-agent-runtime.list_flow_execution_events,list_flow_execution_events,{{ response.flowExecutionEvents }},0,yes,,,,,,,,,,yes,spec,artifact,none,,none,none,excluded,
bedrock-agent-runtime.invocation,bedrock-agent-runtime,invocation,,,,aws.bedrock-agent-runtime.list_invocations,list_invocations,{{ response.invocationSummaries }},0,yes,invocationId,spec-qualified,,,invocation,,,,,yes,spec,asset,own_id,,construct,real,excluded,
bedrock-agent-runtime.invocation_step,bedrock-agent-runtime,invocation_step,,,,aws.bedrock-agent-runtime.get_invocation_step,get_invocation_step,,0,yes,invocationStepId,spec-qualified,,,invocation-step,,,,,yes,spec,asset,own_id,,construct,real,excluded,
bedrock-agent-runtime.session,bedrock-agent-runtime,session,,,,aws.bedrock-agent-runtime.get_session,get_session,,0,yes,sessionArn,spec-qualified,,sessionArn,,,,,,yes,spec,asset,own_id,,field,real,excluded,
bedrock-agent-runtime.tags_for_resource,bedrock-agent-runtime,tags_for_resource,,,,aws.bedrock-agent-runtime.list_tags_for_resource,list_tags_for_resource,,0,yes,,,,,,,,,,yes,spec,artifact,none,,none,none,excluded,
bedrockagentcore.actor,bedrock-agentcore,actor,,,,aws.bedrock-agentcore.list_actors,list_actors,{{ response.actorSummaries }},0,yes,actorId,spec-qualified,,,actor,,,,,yes,spec,asset,own_id,,construct,real,excluded,
bedrockagentcore.agent_card,bedrock-agentcore,agent_card,,,,aws.bedrock-agentcore.get_agent_card,get_agent_card,,0,yes,,,,,,,,,,yes,spec,artifact,none,,none,none,excluded,
bedrockagentcore.browser_session,bedrock-agentcore,browser_session,,,,aws.bedrock-agentcore.get_browser_session,get_browser_session,,0,yes,,,,,,,,,,yes,spec,artifact,none,,none,none,excluded,
bedrockagentcore.code_interpreter_session,bedrock-agentcore,code_interpreter_session,,,,aws.bedrock-agentcore.get_code_interpreter_session,get_code_interpreter_session,,0,yes,name,spec-bare,,,code-interpreter-session,,,,,yes,spec,asset,own_id,,construct,real,excluded,
bedrockagentcore.event,bedrock-agentcore,event,,,,aws.bedrock-agentcore.get_event,get_event,,0,yes,eventId,spec-qualified,,,event,,,,,yes,spec,asset,own_id,,construct,real,excluded,
