key,service,icon_name,icon_class,icon_category,icon_file,match_level
macie2.allow_list,macie2,macie2,,,,none
macie2.automated_discovery_configuration,macie2,macie2,,,,none
macie2.bucket,macie2,macie2,,,,none
macie2.classification_export_configuration,macie2,macie2,,,,none
macie2.classification_job,macie2,macie2,,,,none
macie2.classification_scope,macie2,macie2,,,,none
macie2.custom_data_identifier,macie2,macie2,,,,none
macie2.finding,macie2,macie2,,,,none
macie2.findings_filter,macie2,macie2,,,,none
macie2.findings_publication_configuration,macie2,macie2,,,,none
macie2.invitation,macie2,macie2,,,,none
macie2.invitations_count,macie2,macie2,,,,none
macie2.macie_session,macie2,macie2,,,,none
macie2.managed_data_identifier,macie2,macie2,,,,none
macie2.master_account,macie2,macie2,,,,none
macie2.member,macie2,macie2,,,,none
macie2.organization_configuration,macie2,macie2,,,,none
macie2.resource_profile,macie2,macie2,,,,none
macie2.resource_profile_artifact,macie2,macie2,,,,none
macie2.resource_profile_detection,macie2,macie2,,,,none
macie2.reveal_configuration,macie2,macie2,,,,none
macie2.sensitive_data_occurrence,macie2,macie2,,,,none
macie2.sensitive_data_occurrences_availability,macie2,macie2,,,,none
macie2.sensitivity_inspection_template,macie2,macie2,,,,none
mailmanager.addon_instance,mailmanager,mailmanager,,,,none
mailmanager.addon_subscription,mailmanager,mailmanager,,,,none
mailmanager.address_list,mailmanager,mailmanager,,,,none
mailmanager.address_list_import_job,mailmanager,mailmanager,,,,none
mailmanager.archive,mailmanager,mailmanager,,,,none
mailmanager.ingress_point,mailmanager,mailmanager,,,,none
mailmanager.relay,mailmanager,mailmanager,,,,none
mailmanager.rule_set,mailmanager,mailmanager,,,,none
mailmanager.traffic_policy,mailmanager,mailmanager,,,,none
managedblockchain-query.asset_contract,managedblockchain-query,managedblockchain-query,,,,none
managedblockchain-query.token_balance,managedblockchain-query,managedblockchain-query,,,,none
managedblockchain-query.transaction,managedblockchain-query,managedblockchain-query,,,,none
managedblockchain-query.transaction_event,managedblockchain-query,managedblockchain-query,,,,none
marketplace-agreement.agreement,marketplace-agreement,marketplace-agreement,,,,none
marketplace-agreement.agreement_term,marketplace-agreement,marketplace-agreement,,,,none
marketplace-catalog.change_set,marketplace-catalog,marketplace-catalog,,,,none
marketplace-catalog.entity,marketplace-catalog,marketplace-catalog,,,,none
marketplace-catalog.resource_policy,marketplace-catalog,marketplace-catalog,,,,none
marketplace-entitlement.entitlement,marketplace-entitlement,marketplace-entitlement,,,,none
mediaconnect.bridge,mediaconnect,mediaconnect,,,,none
mediaconnect.entitlement,mediaconnect,mediaconnect,,,,none
mediaconnect.flow,mediaconnect,mediaconnect,,,,none
mediaconnect.gateway,mediaconnect,mediaconnect,,,,none
mediaconnect.gateway_instance,mediaconnect,mediaconnect,,,,none
mediaconnect.offering,mediaconnect,mediaconnect,,,,none
mediaconnect.reservation,mediaconnect,mediaconnect,,,,none
mediaconnect.router_input,mediaconnect,mediaconnect,,,,none
mediaconnect.router_network_interface,mediaconnect,mediaconnect,,,,none
mediaconnect.router_output,mediaconnect,mediaconnect,,,,none
mediaconvert.job,mediaconvert,mediaconvert,,,,none
mediaconvert.job_template,mediaconvert,mediaconvert,,,,none
mediaconvert.policy,mediaconvert,mediaconvert,,,,none
mediaconvert.preset,mediaconvert,mediaconvert,,,,none
mediaconvert.queue,mediaconvert,mediaconvert,,,,none
medialive.alert,medialive,medialive,,,,none
medialive.channel,medialive,medialive,,,,none
medialive.channel_placement_group,medialive,medialive,,,,none
medialive.cloud_watch_alarm_template,medialive,medialive,,,,none
medialive.cloud_watch_alarm_template_group,medialive,medialive,,,,none
medialive.cluster,medialive,medialive,,,,none
medialive.cluster_alert,medialive,medialive,,,,none
medialive.event_bridge_rule_template,medialive,medialive,,,,none
medialive.event_bridge_rule_template_group,medialive,medialive,,,,none
medialive.input,medialive,medialive,,,,none
medialive.input_device,medialive,medialive,,,,none
medialive.input_device_thumbnail,medialive,medialive,,,,none
medialive.input_device_transfer,medialive,medialive,,,,none
medialive.input_security_group,medialive,medialive,,,,none
medialive.multiplex,medialive,medialive,,,,none
medialive.multiplex_alert,medialive,medialive,,,,none
medialive.multiplex_program,medialive,medialive,,,,none
medialive.multiplexprogram,medialive,medialive,,,,none
medialive.node,medialive,medialive,,,,none
medialive.offering,medialive,medialive,,,,none
medialive.reservation,medialive,medialive,,,,none
medialive.schedule,medialive,medialive,,,,none
medialive.sdi_source,medialive,medialive,,,,none
medialive.signal_map,medialive,medialive,,,,none
medialive.thumbnail,medialive,medialive,,,,none
mediapackage-vod.asset,mediapackage-vod,mediapackage-vod,,,,none
mediapackage-vod.packaging_configuration,mediapackage-vod,mediapackage-vod,,,,none
mediapackage-vod.packaging_group,mediapackage-vod,mediapackage-vod,,,,none
mediapackage.channel,mediapackage,mediapackage,,,,none
mediapackage.harvest_job,mediapackage,mediapackage,,,,none
mediapackage.origin_endpoint,mediapackage,mediapackage,,,,none
mediapackagev2.channel,mediapackagev2,mediapackagev2,,,,none
mediapackagev2.channel_group,mediapackagev2,mediapackagev2,,,,none
mediapackagev2.channel_policy,mediapackagev2,mediapackagev2,,,,none
mediapackagev2.harvest_job,mediapackagev2,mediapackagev2,,,,none
mediapackagev2.origin_endpoint,mediapackagev2,mediapackagev2,,,,none
mediapackagev2.origin_endpoint_policy,mediapackagev2,mediapackagev2,,,,none
mediastore-data.item,mediastore-data,mediastore-data,,,,none
mediastore-data.object,mediastore-data,mediastore-data,,,,none
mediastore.container,mediastore,mediastore,,,,none
mediastore.container_policy,mediastore,mediastore,,,,none
mediastore.cors_policy,mediastore,mediastore,,,,none
mediastore.lifecycle_policy,mediastore,mediastore,,,,none
mediastore.metric_policy,mediastore,mediastore,,,,none
mediatailor.alert,mediatailor,mediatailor,,,,none
mediatailor.channel,mediatailor,mediatailor,,,,none
mediatailor.channel_policy,mediatailor,mediatailor,,,,none
mediatailor.channel_schedule,mediatailor,mediatailor,,,,none
mediatailor.live_source,mediatailor,mediatailor,,,,none
mediatailor.playback_configuration,mediatailor,mediatailor,,,,none
mediatailor.prefetch_schedule,mediatailor,mediatailor,,,,none
mediatailor.program,mediatailor,mediatailor,,,,none
mediatailor.source_location,mediatailor,mediatailor,,,,none
mediatailor.vod_source,mediatailor,mediatailor,,,,none
medical-imaging.datastore,medical-imaging,medical-imaging,,,,none
medical-imaging.dicom_import_job,medical-imaging,medical-imaging,,,,none
medical-imaging.image_frame,medical-imaging,medical-imaging,,,,none
medical-imaging.image_set,medical-imaging,medical-imaging,,,,none
medical-imaging.image_set_version,medical-imaging,medical-imaging,,,,none
medical-imaging.search_image_set,medical-imaging,medical-imaging,,,,none
memorydb.acl,memorydb,memorydb,,,,none
memorydb.cluster,memorydb,memorydb,,,,none
memorydb.multi_region_cluster,memorydb,memorydb,,,,none
memorydb.multi_region_parameter,memorydb,memorydb,,,,none
memorydb.multi_region_parameter_group,memorydb,memorydb,,,,none
memorydb.parameter,memorydb,memorydb,,,,none
memorydb.parameter_group,memorydb,memorydb,,,,none
memorydb.reserved_node,memorydb,memorydb,,,,none
memorydb.reserved_nodes_offering,memorydb,memorydb,,,,none
memorydb.service_update,memorydb,memorydb,,,,none
memorydb.snapshot,memorydb,memorydb,,,,none
memorydb.subnet_group,memorydb,memorydb,,,,none
mgh.application_state,mgh,mgh,,,,none
mgh.created_artifact,mgh,mgh,,,,none
mgh.discovered_resource,mgh,mgh,,,,none
mgh.migration_task,mgh,mgh,,,,none
mgh.progress_update_stream,mgh,mgh,,,,none
mgh.source_resource,mgh,mgh,,,,none
mgn.application,mgn,mgn,,,,none
mgn.connector,mgn,mgn,,,,none
mgn.export,mgn,mgn,,,,none
mgn.export_error,mgn,mgn,,,,none
mgn.import,mgn,mgn,,,,none
mgn.import_error,mgn,mgn,,,,none
mgn.job,mgn,mgn,,,,none
mgn.job_log_item,mgn,mgn,,,,none
mgn.launch_configuration,mgn,mgn,,,,none
mgn.launch_configuration_template,mgn,mgn,,,,none
mgn.replication_configuration,mgn,mgn,,,,none
mgn.replication_configuration_template,mgn,mgn,,,,none
mgn.source_server,mgn,mgn,,,,none
mgn.source_server_action,mgn,mgn,,,,none
mgn.template_action,mgn,mgn,,,,none
mgn.vcenter_client,mgn,mgn,,,,none
mgn.wave,mgn,mgn,,,,none
migration-hub-refactor-spaces.application,migration-hub-refactor-spaces,migration-hub-refactor-spaces,,,,none
migration-hub-refactor-spaces.environment,migration-hub-refactor-spaces,migration-hub-refactor-spaces,,,,none
migration-hub-refactor-spaces.environment_vpc,migration-hub-refactor-spaces,migration-hub-refactor-spaces,,,,none
migration-hub-refactor-spaces.resource_policy,migration-hub-refactor-spaces,migration-hub-refactor-spaces,,,,none
migration-hub-refactor-spaces.route,migration-hub-refactor-spaces,migration-hub-refactor-spaces,,,,none
migration-hub-refactor-spaces.service,migration-hub-refactor-spaces,migration-hub-refactor-spaces,,,,none
migrationhub-config.home_region,migrationhub-config,migrationhub-config,,,,none
migrationhuborchestrator.plugin,migrationhuborchestrator,migrationhuborchestrator,,,,none
migrationhuborchestrator.template,migrationhuborchestrator,migrationhuborchestrator,,,,none
migrationhuborchestrator.template_step,migrationhuborchestrator,migrationhuborchestrator,,,,none
migrationhuborchestrator.template_step_group,migrationhuborchestrator,migrationhuborchestrator,,,,none
migrationhuborchestrator.workflow,migrationhuborchestrator,migrationhuborchestrator,,,,none
migrationhuborchestrator.workflow_step,migrationhuborchestrator,migrationhuborchestrator,,,,none
migrationhuborchestrator.workflow_step_group,migrationhuborchestrator,migrationhuborchestrator,,,,none
migrationhubstrategy.application_component,migrationhubstrategy,migrationhubstrategy,,,,none
migrationhubstrategy.application_component_detail,migrationhubstrategy,migrationhubstrategy,,,,none
migrationhubstrategy.application_component_strategy,migrationhubstrategy,migrationhubstrategy,,,,none
migrationhubstrategy.assessment,migrationhubstrategy,migrationhubstrategy,,,,none
migrationhubstrategy.collector,migrationhubstrategy,migrationhubstrategy,,,,none
migrationhubstrategy.import_file_task,migrationhubstrategy,migrationhubstrategy,,,,none
migrationhubstrategy.latest_assessment_id,migrationhubstrategy,migrationhubstrategy,,,,none
migrationhubstrategy.portfolio_preference,migrationhubstrategy,migrationhubstrategy,,,,none
migrationhubstrategy.recommendation_report_detail,migrationhubstrategy,migrationhubstrategy,,,,none
migrationhubstrategy.server,migrationhubstrategy,migrationhubstrategy,,,,none
migrationhubstrategy.server_detail,migrationhubstrategy,migrationhubstrategy,,,,none
migrationhubstrategy.server_strategy,migrationhubstrategy,migrationhubstrategy,,,,none
mpa.approval_team,mpa,mpa,,,,none
mpa.identity_source,mpa,mpa,,,,none
mpa.policy,mpa,mpa,,,,none
mpa.policy_version,mpa,mpa,,,,none
mturk.account_balance,mturk,mturk,,,,none
mturk.assignment,mturk,mturk,,,,none
mturk.assignments_for_hit,mturk,mturk,,,,none
mturk.file_upload_url,mturk,mturk,,,,none
mturk.hi_t,mturk,mturk,,,,none
mturk.hi_ts_for_qualification_type,mturk,mturk,,,,none
mturk.hit,mturk,mturk,,,,none
mturk.qualification_request,mturk,mturk,,,,none
mturk.qualification_score,mturk,mturk,,,,none
mturk.qualification_type,mturk,mturk,,,,none
mturk.review_policy_results_for_hit,mturk,mturk,,,,none
mturk.workers_with_qualification_type,mturk,mturk,,,,none
mwaa.environment,mwaa,mwaa,,,,none
neptune-graph.graph,neptune-graph,neptune-graph,,,,none
neptune-graph.graph_snapshot,neptune-graph,neptune-graph,,,,none
neptune-graph.import_task,neptune-graph,neptune-graph,,,,none
neptune-graph.private_graph_endpoint,neptune-graph,neptune-graph,,,,none
neptune-graph.query,neptune-graph,neptune-graph,,,,none
neptunedata.engine_status,neptunedata,neptunedata,,,,none
neptunedata.gremlin_query_status,neptunedata,neptunedata,,,,none
neptunedata.loader_job,neptunedata,neptunedata,,,,none
neptunedata.loader_job_status,neptunedata,neptunedata,,,,none
neptunedata.ml_data_processing_job,neptunedata,neptunedata,,,,none
neptunedata.ml_endpoint,neptunedata,neptunedata,,,,none
neptunedata.ml_model_training_job,neptunedata,neptunedata,,,,none
neptunedata.ml_model_transform_job,neptunedata,neptunedata,,,,none
neptunedata.open_cypher_query_status,neptunedata,neptunedata,,,,none
networkflowmonitor.monitor,networkflowmonitor,networkflowmonitor,,,,none
networkflowmonitor.scope,networkflowmonitor,networkflowmonitor,,,,none
networkmanager.attachment,networkmanager,networkmanager,,,,none
networkmanager.attachment_routing_policy_association,networkmanager,networkmanager,,,,none
networkmanager.connect_attachment,networkmanager,networkmanager,,,,none
networkmanager.connect_peer,networkmanager,networkmanager,,,,none
networkmanager.connect_peer_association,networkmanager,networkmanager,,,,none
networkmanager.connection,networkmanager,networkmanager,,,,none
networkmanager.core_network,networkmanager,networkmanager,,,,none
networkmanager.core_network_change_event,networkmanager,networkmanager,,,,none
networkmanager.core_network_change_set,networkmanager,networkmanager,,,,none
networkmanager.core_network_policy,networkmanager,networkmanager,,,,none
networkmanager.core_network_policy_version,networkmanager,networkmanager,,,,none
networkmanager.core_network_prefix_list_association,networkmanager,networkmanager,,,,none
networkmanager.customer_gateway_association,networkmanager,networkmanager,,,,none
networkmanager.device,networkmanager,networkmanager,,,,none
networkmanager.direct_connect_gateway_attachment,networkmanager,networkmanager,,,,none
networkmanager.global_network,networkmanager,networkmanager,,,,none
networkmanager.link,networkmanager,networkmanager,,,,none
networkmanager.link_association,networkmanager,networkmanager,,,,none
networkmanager.network_resource,networkmanager,networkmanager,,,,none
networkmanager.network_resource_count,networkmanager,networkmanager,,,,none
networkmanager.network_resource_relationship,networkmanager,networkmanager,,,,none
networkmanager.network_route,networkmanager,networkmanager,,,,none
networkmanager.network_telemetry,networkmanager,networkmanager,,,,none
networkmanager.organization_service_access_status,networkmanager,networkmanager,,,,none
networkmanager.peering,networkmanager,networkmanager,,,,none
